epoch,loss,loss_data_value,loss_res_value,err_val,runtime
1, 90794856.0, 9079.4775390625, 338.4621276855469, 0.9977542757987976, 0
1001, 207637824.0, 20763.76171875, 179.32455444335938, 1.0049597024917603, 64.51423263549805
2001, 92145840.0, 9214.5693359375, 89.42343139648438, 1.79560387134552, 128.89415073394775
3001, 54955776.0, 5495.56298828125, 89.89984130859375, 1.1666045188903809, 193.76044940948486
4001, 90165000.0, 9016.4951171875, 35.51292419433594, 1.2524224519729614, 258.5605092048645
5001, 112174560.0, 11217.4443359375, 38.49734878540039, 1.0114153623580933, 323.4631974697113
6001, 112177728.0, 11217.76953125, 26.813396453857422, 1.0352067947387695, 388.0861072540283
7001, 90793992.0, 9079.3984375, 15.684460639953613, 0.916507363319397, 452.8247969150543
8001, 207637040.0, 20763.69921875, 17.39154052734375, 1.1203230619430542, 517.7168769836426
9001, 92145288.0, 9214.52734375, 19.00701904296875, 0.9481534957885742, 582.5586607456207
10001, 54955672.0, 5495.55322265625, 22.34427261352539, 1.0086538791656494, 691.8325958251953
11001, 90164960.0, 9016.490234375, 29.817501068115234, 0.976372480392456, 756.5874979496002
12001, 112174400.0, 11217.4384765625, 16.21968650817871, 0.9921119809150696, 821.1343948841095
13001, 112177656.0, 11217.763671875, 11.55313491821289, 1.0186169147491455, 885.6517391204834
14001, 90793992.0, 9079.3935546875, 10.215124130249023, 0.9230666756629944, 950.5855576992035
