epoch,loss,loss_data_value,loss_res_value,err_val,runtime
1, 961.4718017578125, 0.09169524908065796, 342.2326354980469, 0.9979511499404907, 0
1001, 195.12083435058594, 0.01677585020661354, 19.682518005371094, 0.30398625135421753, 15.780616044998169
2001, 175.24949645996094, 0.014027411118149757, 13.724105834960938, 0.28432899713516235, 31.589430809020996
3001, 107.07701110839844, 0.008160370402038097, 25.024208068847656, 0.2684374749660492, 47.36560297012329
4001, 53.506553649902344, 0.003505418077111244, 15.424941062927246, 0.2336542308330536, 63.19736647605896
5001, 42.746334075927734, 0.002808493794873357, 9.897567749023438, 0.20009683072566986, 79.16643834114075
6001, 11.82238483428955, 0.0006082078907638788, 5.736074447631836, 0.17565053701400757, 94.96419143676758
7001, 8.266219139099121, 0.0003854361712001264, 3.910566568374634, 0.16924957931041718, 110.75257062911987
8001, 104.7822494506836, 0.009164833463728428, 11.410045623779297, 0.17404280602931976, 126.53905534744263
9001, 106.91702270507812, 0.008502980694174767, 10.434165954589844, 0.13153545558452606, 142.3460054397583
10001, 27.150142669677734, 0.0011418599169701338, 14.739419937133789, 0.09322475641965866, 165.9429178237915
11001, 23.96942901611328, 0.0010312404483556747, 12.799737930297852, 0.08584832400083542, 181.73174571990967
12001, 15.990633010864258, 0.0006692195893265307, 8.491256713867188, 0.09467707574367523, 197.52181935310364
13001, 9.082247734069824, 0.0004225712618790567, 5.114567279815674, 0.08869851380586624, 213.3176589012146
14001, 5.848413944244385, 0.0002444508718326688, 3.5090463161468506, 0.1014096662402153, 229.08836269378662
15001, 97.26225280761719, 0.00820804014801979, 10.182729721069336, 0.12220229208469391, 245.023752450943
16001, 109.28871154785156, 0.007093281950801611, 10.53439712524414, 0.125534325838089, 260.8316526412964
17001, 22.699813842773438, 0.0008567101322114468, 14.097833633422852, 0.1258469671010971, 276.62439155578613
18001, 20.677078247070312, 0.0007434002473019063, 12.901412010192871, 0.12918560206890106, 292.42662525177
19001, 12.45643424987793, 0.00047008361434563994, 7.77872896194458, 0.13051477074623108, 308.1954836845398
