epoch,loss,loss_ics_value,loss_bcs_value,loss_res_value,err_val,runtime
1, 0.9196925759315491, 0.045680057257413864, 0.005668936297297478, 0.006378379184752703, 0.9932632446289062, 0
1001, 0.036232851445674896, 0.0005082829156890512, 0.000469113583676517, 0.02295846678316593, 0.302519291639328, 3.1764535903930664
2001, 0.018970850855112076, 0.00020358835172373801, 0.0005421143141575158, 0.013752722181379795, 0.22614504396915436, 6.5915093421936035
3001, 0.013459838926792145, 0.00013017826131545007, 0.0009966345969587564, 0.01021322887390852, 0.14851053059101105, 9.984447956085205
4001, 0.010700525715947151, 8.47048286232166e-05, 0.00028731755446642637, 0.007483899127691984, 0.140051007270813, 13.342138051986694
5001, 0.010250670835375786, 9.836204844759777e-05, 0.00012543513730634004, 0.007677762769162655, 0.14726749062538147, 16.6556134223938
6001, 0.010315725579857826, 8.81170853972435e-05, 0.0007234479417093098, 0.0076440502889454365, 0.15135157108306885, 19.817421913146973
7001, 0.011767186224460602, 9.592740389052778e-05, 0.00035419646883383393, 0.009108884260058403, 0.13314813375473022, 22.970082759857178
8001, 0.0101200882345438, 7.744260801700875e-05, 0.0003359253751114011, 0.00800476223230362, 0.13109463453292847, 26.261902570724487
9001, 0.010854892432689667, 0.00010180373647017404, 0.0005055821384303272, 0.00836039986461401, 0.12230320274829865, 29.31052303314209
10001, 0.009207907132804394, 7.233148062368855e-05, 0.00014639674918726087, 0.007552547845989466, 0.1227874830365181, 32.54660201072693
11001, 0.010106934234499931, 8.366156544070691e-05, 0.0002672851551324129, 0.007916105911135674, 0.12055952101945877, 35.76332116127014
12001, 0.008177903480827808, 5.4560550779569894e-05, 0.0001439148181816563, 0.0068780346773564816, 0.11612187325954437, 38.79244327545166
13001, 0.0075500900857150555, 4.66021265310701e-05, 0.000193253334145993, 0.006388428155332804, 0.11403832584619522, 41.88948917388916
14001, 0.00715194595977664, 3.8772617699578404e-05, 0.00023408429115079343, 0.006184181198477745, 0.12060035020112991, 45.19706392288208
15001, 0.008276094682514668, 5.3574851335724816e-05, 0.0002972378279082477, 0.006899016443639994, 0.10749832540750504, 48.62358093261719
16001, 0.008542697876691818, 5.8824709412874654e-05, 0.00016096918261609972, 0.007113052997738123, 0.10724211484193802, 51.656044006347656
17001, 0.0076940483413636684, 4.0695475036045536e-05, 0.00016090447024907917, 0.006707742344588041, 0.10014603286981583, 54.685420751571655
18001, 0.006709716748446226, 4.0087776142172515e-05, 0.0001501934602856636, 0.005738422740250826, 0.10684529691934586, 57.89991903305054
19001, 0.006077615078538656, 3.396627653273754e-05, 0.00015176449960563332, 0.005221506115049124, 0.10158012807369232, 60.977407932281494
20001, 0.007650982588529587, 4.154518319410272e-05, 0.0001567745057400316, 0.0066962046548724174, 0.09056766331195831, 64.16955018043518
21001, 0.005611074157059193, 3.5445071262074634e-05, 0.000164851124281995, 0.004801403731107712, 0.10038125514984131, 67.21001958847046
22001, 0.006566633936017752, 3.247251515858807e-05, 0.00017747713718563318, 0.005721281748265028, 0.08663750439882278, 70.35930061340332
23001, 0.006529324688017368, 3.342437412356958e-05, 0.0001225057349074632, 0.005678700283169746, 0.09339704364538193, 73.85636568069458
24001, 0.005461603403091431, 3.422238296479918e-05, 0.0001449431001674384, 0.004646003246307373, 0.09299761056900024, 77.10837531089783
25001, 0.006131363101303577, 3.5335880966158584e-05, 0.00013191554171498865, 0.005220354069024324, 0.08512945473194122, 80.42130661010742
26001, 0.0048757740296423435, 2.6070300009450875e-05, 0.0001282322482438758, 0.004156638402491808, 0.08553798496723175, 83.5474624633789
27001, 0.005190175957977772, 2.8114387532696128e-05, 0.00010285500320605934, 0.004447609651833773, 0.08868388086557388, 86.9035918712616
28001, 0.006004722323268652, 3.0446757591562346e-05, 0.00013284149463288486, 0.005268688779324293, 0.08741244673728943, 90.19687628746033
29001, 0.006202611606568098, 3.637523695942946e-05, 0.0001567192521179095, 0.005351115949451923, 0.08103977143764496, 93.55205631256104
30001, 0.005506467539817095, 3.0063431040616706e-05, 9.339535608887672e-05, 0.004818372894078493, 0.08972536027431488, 96.85757493972778
31001, 0.005588459316641092, 2.8685593861155212e-05, 8.945896115619689e-05, 0.004942411556839943, 0.08480307459831238, 99.9725329875946
32001, 0.005660646129399538, 3.1700841645943e-05, 0.00012627083924598992, 0.004913212265819311, 0.08088237792253494, 103.14490723609924
